,Last Name,First Name,Email,Grade
54,Lester,Aaron,aaron.lester@bayer.edu,10
55,Mccall,Kimberly,kimberly.mccall@bayer.edu,10
56,Johnson,Tara,tara.johnson@bayer.edu,10
57,Warren,Angela,angela.warren@bayer.edu,10
58,Lambert,Malaika,malaika.lambert@bayer.edu,10
59,Lee,Danielle,danielle.lee@bayer.edu,10
60,Reid,Laura,laura.reid@bayer.edu,10
61,Watson,Holly,holly.watson@bayer.edu,10
62,Patrick,Mark,mark.patrick@bayer.edu,10
63,Watkins,Carol,carol.watkins@bayer.edu,11
64,Schwartz,Billy,billy.schwartz@bayer.edu,11
65,Anderson,Lauren,lauren.anderson@bayer.edu,11
66,Woodard,John,john.woodard@bayer.edu,11
67,Johnson,Stacy,stacy.johnson@bayer.edu,11
68,Dunlap,Angela,angela.dunlap@bayer.edu,11
69,Brock,Lauren,lauren.brock@bayer.edu,11
70,Williams,Kimberly,kimberly.williams@bayer.edu,11
71,Flores,Brandon,brandon.flores@bayer.edu,11
72,Barrera,Woody,woody.barrera_jr@bayer.edu,11
73,Jones,Daniel,daniel.jones@bayer.edu,11
74,Young,Joseph,joseph.young@bayer.edu,12
75,Mann,Nicole,nicole.mann@bayer.edu,12
76,Scott,Michelle,michelle.scott@bayer.edu,12
77,Rodriguez,John,john.rodriguez@bayer.edu,12
78,Perez,Jeffrey,jeffrey.perez@bayer.edu,12
79,Gordon,Lori,lori.gordon@bayer.edu,12
80,Jones,Michele,michele.jones@bayer.edu,12
81,Harris,John,john.harris@bayer.edu,12
82,Adams,Amy,amy.adams@bayer.edu,12
83,Thomas,Brandon,brandon.thomas@bayer.edu,13
84,Simpson,Felicia,felicia.simpson@bayer.edu,13
85,Miller,Anthony,anthony.miller@bayer.edu,13
86,Pena,Jonathan,jonathan.pena@bayer.edu,13
87,Bauer,John,john.bauer@bayer.edu,13
88,Douglas,Robert,robert.douglas@bayer.edu,13
89,Parker,Timothy,timothy.parker@bayer.edu,13
90,Flores,Russell,russell.flores@bayer.edu,13
91,Reyes,Jason,jason.reyes@bayer.edu,13
92,Greer,April,april.greer@bayer.edu,13
93,Johnston,Robert,robert.johnston@bayer.edu,13
94,Ramirez,Timothy,timothy.ramirez@bayer.edu,13
95,Terry,Thomas,thomas.terry@bayer.edu,13
96,Dennis,Cameron,cameron.dennis@bayer.edu,13
97,Taylor,Michael,michael.taylor@bayer.edu,13
98,Hernandez,Taylor,taylor.hernandez@bayer.edu,14
99,Nguyen,Donna,donna.nguyen@bayer.edu,14
100,Weber,Samuel,samuel.weber@bayer.edu,14
101,Guzman,Cynthia,cynthia.guzman@bayer.edu,14
102,Allen,Christina,christina.allen@bayer.edu,14
103,Campbell,Charles,charles.campbell@bayer.edu,14
104,Carter,Lorraine,lorraine.carter@bayer.edu,14
105,Clark,Jill,jill.clark@bayer.edu,14
106,Rice,Rhonda,rhonda.rice@bayer.edu,14
107,Thomas,Sandra,sandra.thomas@bayer.edu,14
108,Davidson,Luke,luke.davidson@bayer.edu,14
109,Raymond,Troy,troy.raymond@bayer.edu,14
110,Joyce,Traci,traci.joyce@bayer.edu,14
111,Holt,Crystal,crystal.holt@bayer.edu,14
112,Duffy,Erin,erin.duffy@bayer.edu,14
113,Myers,Brian,brian.myers@bayer.edu,15
114,Saunders,Richard,richard.saunders@bayer.edu,15
115,White,Amy,amy.white@bayer.edu,15
116,Ortega,Tiffany,tiffany.ortega@bayer.edu,15
117,Lopez,Mark,mark.lopez@bayer.edu,15
118,Jones,Sarah,sarah.jones@bayer.edu,15
119,Johnson,Dylan,dylan.johnson@bayer.edu,15
120,Marshall,Shawn,shawn.marshall@bayer.edu,15
121,Miranda,Brett,brett.miranda@bayer.edu,15
122,Warren,Tamara,tamara.warren@bayer.edu,16
123,Lee,Michelle,michelle.lee@bayer.edu,16
124,Rhodes,Kimberly,kimberly.rhodes@bayer.edu,16
125,Smith,Kerry,kerry.smith@bayer.edu,16
126,Rodriguez,Alexander,alexander.rodriguez@bayer.edu,16
127,Garza,Jessica,jessica.garza@bayer.edu,16
128,Gonzalez,Matthew,matthew.gonzalez@bayer.edu,16
129,Webb,Heather,heather.webb@bayer.edu,16
130,Hunt,Brett,brett.hunt@bayer.edu,16
131,Cooper,Adam,adam.cooper@bayer.edu,16
132,Johnson,Jamie,jamie.johnson@bayer.edu,16
133,Daniels,Amber,amber.daniels@bayer.edu,16
134,Sparks,Leslie,leslie.sparks@bayer.edu,16
135,Elliott,Richard,richard.elliott@bayer.edu,17
136,Smith,Samantha,samantha.smith@bayer.edu,17
137,Stevens,Marcia,marcia.stevens@bayer.edu,17
138,Benton,Michael,michael.benton@bayer.edu,17
139,King,Paige,paige.king@bayer.edu,17
140,Hart,Colleen,colleen.hart@bayer.edu,17
141,Poole,Melissa,melissa.poole@bayer.edu,17
142,Foster,Ashlee,ashlee.foster@bayer.edu,17
143,Faulkner,Katelyn,katelyn.faulkner@bayer.edu,17
144,Houston,Emily,emily.houston@bayer.edu,17
145,Reyes,Bailey,bailey.reyes@bayer.edu,17
146,Powers,Brooke,brooke.powers@bayer.edu,17
147,Leon,Tammy,tammy.leon@bayer.edu,17
148,Moore,Kimberly,kimberly.moore@bayer.edu,17
149,Rogers,Sherry,sherry.rogers@bayer.edu,17
